question,answer
Which account has an NFT buying activity ranging from 0 to 10 on all Marketplaces?,"SELECT
address 
FROM
 wired_address_dataset 
WHERE
 b_type = 'nft' 
 AND statistical_type = 'nft' 
 AND platform_name = 'ALL' 
 AND action = 'Buy' 
 AND asset = 'ALL' 
 AND transaction_count between 0 AND 10
 group by address"
Which account has an NFT buying activity ranging from 200 to 400 on Opensea?,"SELECT
address
FROM
 wired_address_dataset 
WHERE
 b_type = 'nft' 
 AND statistical_type = 'nft' 
 AND platform_name = 'Opensea' 
 AND action = 'Buy' 
 AND asset = 'ALL' 
 AND transaction_count between 200 AND 400
 GROUP BY address"
Who is the user with an NFT buying activity count between 400 to 619 on Opensea?,"SELECT
address
FROM
 wired_address_dataset 
WHERE
 b_type = 'nft' 
 AND statistical_type = 'nft' 
 AND platform_name = 'Opensea' 
 AND action = 'Buy' 
 AND asset = 'ALL' 
 AND transaction_count between 400 AND 619
 GROUP BY address"
Can you provide the name of the account with NFT buying activity at least 619 on Opensea?,"SELECT
address
FROM
 wired_address_dataset 
WHERE
 b_type = 'nft' 
 AND statistical_type = 'nft' 
 AND platform_name = 'Opensea' 
 AND action = 'Buy' 
 AND asset = 'ALL' 
 AND transaction_count >= 619
 GROUP BY address"
Which account has an NFT buying activity ranging from 0 to 10 on Opensea?,"SELECT
address
FROM
 wired_address_dataset 
WHERE
 b_type = 'nft' 
 AND statistical_type = 'nft' 
 AND platform_name = 'Opensea' 
 AND action = 'Buy' 
 AND asset = 'ALL' 
 AND transaction_count between 0 AND 10
 GROUP BY address"
Which account has an NFT deposit activity ranging from 200 to 400 on Blur?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'token'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Deposit'
    AND transaction_count between 200 AND 400
group by address"
Can you provide the name of the account with NFT lend activity at least 619 on Blur?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Lend'
    AND transaction_count >= 619
group by address"
Which account has an NFT lend activity ranging from 0 to 10 on Blur?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Lend'
    AND transaction_count between 0 and 10
group by address"
"Who has sold NFTs, and is in the top 10% in volume of NFT sale on Opensea?","select 
address
from 
(select
 address
from
 wired_address_dataset
where b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'  
    and transaction_volume_usd>0
order by transaction_volume_usd desc
limit 
  (
select
 floor(COUNT(distinct address) * 0.1)
from
 wired_address_dataset
where
  b_type = 'nft'
    AND statistical_type = 'nft'
      AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'  
    and transaction_volume_usd>0)) a
  group by address"
"Which users have an NFT Sale Volume of over $500,000 on Opensea?","SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'
    AND transaction_volume_usd>= 500000
group by address"
Which addresses have an NFT Sale Volume  of $100-$1000 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'
    AND transaction_volume_usd between 100 and 1000
group by address"
Can you provide the name of the account with NFT withdraw volume at least 619 on Blur?,"SELECT distinct address
FROM wired_address_dataset_temp
WHERE b_type = 'nft'
    AND statistical_type = 'token'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Withdraw'
    AND transaction_volume_usd >= 619
group by address"
"Which users have a Blur bid volume of over $500,000?","SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Bid'
    AND transaction_volume_usd > 500000
group by address"
Which users have Blur bid volume  of $100-$1000?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Bid'
    AND transaction_volume_usd between 100 and 1000
group by address"
"Which users have a Blur lend volume  of over $500,000?","SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Lend'
    AND transaction_volume_usd >= 500000
group by address"
Which users have Blur lend volume  of $100-$1000?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Lend'
    AND transaction_volume_usd between 100 and 1000
group by address"
Which account has an NFT traded activity ranging from 200 to 400 on all Marketplaces?,"SELECT
address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_count between 200
    AND 400
group by address"
Which account has an NFT traded activity ranging from 0 to 10 on all Marketplaces?,"SELECT
address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_count  between 0
    AND 10
group by address"
Which account has an NFT sale activity ranging from 200 to 400 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'
    AND transaction_count between 200 AND 400
group by address"
Which account has an NFT sale activity ranging from 0 to 10 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'
    AND transaction_count between 0 AND 10
group by address"
"Which users sold NFTs, and is in the top 1% in both the activity and volume of NFT sale on Opensea?","select
  address
 from
  (
  select
   a2.address,
   cast(a2.count_sum as numeric)/ cast(count_sum_total as numeric) as zb_rate,
   cast(a2.transfer_count_sum as numeric) /cast(a2.count_sum_total as numeric) as zb_rate_transfer_count
  from
   (
   select
    a1.address,
    count_sum_total,
    row_number() over(order by transaction_volume_usd desc) as count_sum,
    row_number() over(order by transaction_count desc) as transfer_count_sum
   from
    (
    select
     transaction_volume_usd,
     transaction_count,
     address
    from wired_address_dataset
    where
     b_type = 'nft'
     and statistical_type = 'nft'
     and platform_name = 'Opensea'
     and asset = 'ALL'
     and action = 'ALL'
     and transaction_volume_usd >0
     group by address,transaction_volume_usd,
     transaction_count) as a1
   inner join
   (
    select
     count(distinct address) as count_sum_total
    from
     wired_address_dataset
    where
     b_type = 'nft'
     and statistical_type = 'nft'
     and platform_name = 'Opensea'
     and asset = 'ALL'
     and action = 'ALL'
     and transaction_volume_usd >0
     ) totala on 1 = 1) as a2) a
 where
  zb_rate <= 0.01
  and zb_rate_transfer_count <= 0.01"
Which account has an NFT traded activity ranging from 200 to 400 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_count between 200 AND 400
group by address"
Which account has an NFT traded activity ranging from 0 to 10 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_count between 0 AND 10
group by address"
Which account has a CryptoPunks buying activity ranging from 200 to 400 on all Marketplaces?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Buy'
    AND transaction_count between 200 AND 400
group by address"
Which account has a CryptoPunks buying activity ranging from 0 to 10 on all Marketplaces?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Buy'
    AND transaction_count between 0 AND 10
group by address"
Can you provide the name of the account with CryptoPunks buying activity at least 619 on all Marketplaces?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Buy'
    AND transaction_count >= 619
group by address"
Who is the user with NFT bid activity count between 400 to 619 on Blur?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Bid'
    AND transaction_count >= 619
group by address"
Which account has an NFT bid activity ranging from 0 to 10 on Blur?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Blur'
    AND asset = 'ALL'
    AND action = 'Bid'
    AND transaction_count between 0 AND 10
group by address"
"Which users traded NFTs, and is in the top 100 in volume of NFT sale on all Marketplaces?","select
 address
from
 wired_address_dataset
where
 b_type = 'nft'
 and statistical_type = 'nft'
 and platform_name = 'ALL'
 and asset = 'ALL'
 and action = 'Sale'
 and transaction_volume_usd> 0
order by
 transaction_volume_usd desc
limit 100"
"Which users have an NFT Traded Volume of over $500,000 on all Marketplaces?","SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_volume_usd>= 500000
group by address"
Which users have an NFT Traded Volume  of $100-$1000 on all Marketplaces?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_volume_usd between 100 AND 1000
group by address"
"Who has traded NFTs, and is in the top 10% in volume of NFT sale on Opensea?","select 
address
from 
(select
 address
from
 wired_address_dataset
where
b_type = 'nft'
and statistical_type = 'nft'
and platform_name = 'Opensea'
and asset = 'ALL'
and action = 'Sale' 
 and transaction_volume_usd>0
order by
 transaction_volume_usd desc
limit (
select
 floor(COUNT(distinct address) * 0.1)
from
 wired_address_dataset
where
b_type = 'nft'
and statistical_type = 'nft'
and platform_name = 'Opensea'
and asset = 'ALL'
and action = 'Sale'  
 and transaction_volume_usd>0)) a
 GROUP by address"
"Which users have an NFT Traded Volume  of over $500,000 on Opensea?","SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_volume_usd >500000
group by address"
Which users have an NFT Traded Volume of $100-$1000 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'ALL'
    AND transaction_volume_usd between 100 AND 1000
group by address"
Which users have a CryptoPunks Traded Volume count of $100-$1000 on all Marketplaces?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'ALL'
    AND transaction_volume_usd between 100
    AND 1000
    group by address"
"Who has bought Cryptopunks, and is in the top 10% in volume of buying NFT on PunkMarket?","select 
address 
from 
(select
 address
from
 wired_address_dataset
where b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'PunkMarket'
    AND asset = 'CryptoPunks'
    AND action = 'Buy'  and transaction_volume_usd>0
order by
 transaction_volume_usd desc
limit 
  (
select
 floor(COUNT(distinct address) * 0.1)
from
 wired_address_dataset
where
  b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'PunkMarket'
    AND asset = 'CryptoPunks'
    AND action = 'Buy' and transaction_volume_usd>0))a
    group by address"
Which users have an Cryptopunks buying Volume of $100-$1000 on PunkMarket?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'PunkMarket'
    AND asset = 'CryptoPunks'
    AND action = 'Buy'
    AND transaction_volume_usd between 100
    AND 1000
  group by address"
"Who has traded CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on all Marketplaces?","select 
address
FROM
(select
 address
from
 wired_address_dataset
where b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Sale'  and transaction_volume_usd>0
order by
 transaction_volume_usd desc
limit 
  (
select
 floor(COUNT(distinct address) * 0.1)
from
 wired_address_dataset
where
  b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Sale' and transaction_volume_usd>0)) a
    group by address"
Which users have an CryptoPunks sale Volume of $100-$1000 on all Marketplaces?,"SELECT address
FROM wired_address_dataset_temp
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Sale'
    AND transaction_volume_usd between 100 and 1000
  group by address"
