label_name,desc
ENS Highest Activity Airdrop Recipient,An account with an airdrop activity count of at least 619 on ENS.
ENS High Activity Airdrop Recipient,An account with an airdrop activity count between 400 to 619 on ENS.
ENS Medium Activity Airdrop Recipient,An account with an airdrop activity count between 200 to 400 on ENS.
Gitcoin Activity L1,An account with an activity count of 0-10 on Gitcoin.
Gitcoin Highest Activity,An account with an activity count of at least 619 on Gitcoin.
Gitcoin High Activity,An account with an activity count between 400 to 619 on Gitcoin.
Gitcoin Medium Activity,An account with an activity count between 200 to 400 on Gitcoin.
Gitcoin Activity L1 Donator,An account with a donating activity count of 0-10 on Gitcoin.
Gitcoin Highest Activity Donator,An account with a donating activity count of at least 619 on Gitcoin.
Gitcoin High Activity Donator,An account with a donating activity count between 400 to 619 on Gitcoin.
Gitcoin Medium Activity Donator,An account with a donating activity count between 200 to 400 on Gitcoin.
Gitcoin Activity L1 Airdrop Recipient,An account with an airdrop activity count of 0-10 on Gitcoin.
Gitcoin Highest Activity Airdrop Recipient,An account with an airdrop activity count of at least 619 on Gitcoin.
Gitcoin High Activity Airdrop Recipient,An account with an airdrop activity count between 400 to 619 on Gitcoin.
Gitcoin Medium Activity Airdrop Recipient,An account with an airdrop activity count between 200 to 400 on Gitcoin.
RabbitHole NFT L1 Collector,Has an NFT count of 1 on Rabbit Hole.
RabbitHole NFT L6 Collector,Has an NFT count of over 100 on Rabbit Hole.
RabbitHole Uncommon NFT Collector,"Collected NFTs, and is in the top 10% in number of NFT collected on Rabbit Hole. "
RabbitHole Rare NFT Collector,"Collected NFTs, and is in the top 2.5% in number of NFT collected on Rabbit Hole. "
RabbitHole Epic NFT Collector,"Collected NFTs, and is in the top 1% in number of NFT collected on Rabbit Hole. "
RabbitHole Legendary NFT Collector,"Collected NFTs, and is in the top 0.1% in number of NFT collected on Rabbit Hole. "
RabbitHole NFT Whale,"Collected NFTs, and is in the top 100 in number of NFT collected on Rabbit Hole. "
RabbitHole Activity L1,An account with an activity count of 0-10 on Rabbit Hole.
RabbitHole Highest Activity,An account with an activity count of at least 619 on Rabbit Hole.
RabbitHole High Activity,An account with an activity count between 400 to 619 on Rabbit Hole.
RabbitHole Medium Activity,An account with an activity count between 200 to 400 on Rabbit Hole.
RabbitHole Activity L1 NFT Recipient,An account with an NFT activity count of 0-10 on Rabbit Hole.
RabbitHole Highest Activity NFT Recipient,An account with an NFT activity count of at least 619 on Rabbit Hole.
RabbitHole High Activity NFT Recipient,An account with an NFT activity count between 400 to 619 on Rabbit Hole.
RabbitHole Medium Activity NFT Recipient,An account with an NFT activity count between 200 to 400 on Rabbit Hole.
Galxe NFT L1 Collector,Has an NFT count of 1 on Galxe.
Galxe NFT L6 Collector,Has an NFT count of over 100 on Galxe.
Galxe Uncommon NFT Collector,"Collected NFTs, and is in the top 10% in number of NFT collected on Galxe."
Galxe Rare NFT Collector,"Collected NFTs, and is in the top 2.5% in number of NFT collected on Galxe. "
Galxe Epic NFT Collector,"Collected NFTs, and is in the top 1% in number of NFT collected on Galxe. "
Galxe Legendary NFT Collector,"Collected NFTs, and is in the top 0.1% in number of NFT collected on Galxe. "
Galxe NFT Whale,"Collected NFTs, and is in the top 100 in number of NFT collected on Galxe. "
Galxe Activity L1,An account with an activity count of 0-10 on Galxe.
Galxe Highest Activity,An account with an activity count of at least 619 on Galxe.
Galxe High Activity,An account with an activity count between 400 to 619 on Galxe.
Galxe Medium Activity,An account with an activity count between 200 to 400 on Galxe.
Galxe Activity L1 NFT Recipient,An account with an NFT activity count of 0-10 on Galxe.
Galxe Highest Activity NFT Recipient,An account with an NFT activity count of at least 619 on Galxe.
Galxe High Activity NFT Recipient,An account with an NFT activity count between 400 to 619 on Galxe.
Galxe Medium Activity NFT Recipient,An account with an NFT activity count between 200 to 400 on Galxe.
